Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer
15,Black,115,65,65,cotton,Magnesium Sulphate
15,Black,115,65,70,cotton,DAP
15,Black,115,65,75,cotton,12:32:16 NPK
15,Black,115,65,80,cotton,Magnesium Sulphate
15,Black,120,40,40,wheat,19:19:19 NPK
15,Black,120,40,50,wheat,19:19:19 NPK
15,Black,120,40,60,wheat,19:19:19 NPK
15,Black,120,45,50,wheat,Urea
15,Black,120,45,60,wheat,Urea
15,Black,120,55,40,wheat,19:19:19 NPK
15,Black,120,55,50,wheat,19:19:19 NPK
15,Black,120,55,55,wheat,19:19:19 NPK
15,Black,120,60,40,wheat,Urea
15,Black,120,60,50,wheat,Urea
15,Black,120,65,60,cotton,DAP
15,Black,120,65,65,cotton,Magnesium Sulphate
15,Black,120,65,70,cotton,DAP
15,Black,120,65,75,cotton,12:32:16 NPK
15,Black,120,65,80,cotton,Magnesium Sulphate
15,Dark Brown,60,40,40,wheat,19:19:19 NPK
15,Dark Brown,60,45,60,wheat,19:19:19 NPK
15,Dark Brown,60,50,45,wheat,19:19:19 NPK
15,Dark Brown,60,55,40,wheat,Urea
15,Dark Brown,60,55,60,wheat,19:19:19 NPK
15,Dark Brown,60,60,50,wheat,Urea
15,Dark Brown,60,60,60,wheat,Urea
15,Dark Brown,65,40,40,wheat,19:19:19 NPK
15,Dark Brown,65,45,60,wheat,19:19:19 NPK
15,Dark Brown,65,50,45,wheat,19:19:19 NPK
15,Dark Brown,65,55,40,wheat,Urea
15,Dark Brown,65,55,60,wheat,19:19:19 NPK
15,Dark Brown,65,60,50,wheat,Urea
15,Dark Brown,65,60,60,wheat,Urea
15,Dark Brown,70,40,40,wheat,19:19:19 NPK
15,Dark Brown,70,45,60,wheat,19:19:19 NPK
15,Dark Brown,70,50,45,wheat,19:19:19 NPK
15,Dark Brown,70,55,40,wheat,Urea
15,Dark Brown,70,55,60,wheat,19:19:19 NPK
15,Dark Brown,70,60,50,wheat,Urea
15,Dark Brown,70,60,60,wheat,Urea
15,Dark Brown,75,40,40,wheat,19:19:19 NPK
15,Dark Brown,75,45,60,wheat,19:19:19 NPK
15,Dark Brown,75,50,45,wheat,19:19:19 NPK
15,Dark Brown,75,55,40,wheat,Urea
15,Dark Brown,75,55,60,wheat,19:19:19 NPK
15,Dark Brown,75,60,50,wheat,Urea
15,Dark Brown,75,60,60,wheat,Urea
15,Dark Brown,80,40,40,wheat,19:19:19 NPK
15,Dark Brown,80,45,60,wheat,19:19:19 NPK
15,Dark Brown,80,50,45,wheat,19:19:19 NPK
15,Dark Brown,80,55,40,wheat,Urea
15,Dark Brown,80,55,60,wheat,19:19:19 NPK
15,Dark Brown,80,60,50,wheat,Urea
15,Dark Brown,80,60,60,wheat,Urea
15,Dark Brown,85,40,40,wheat,19:19:19 NPK
15,Dark Brown,85,45,60,wheat,19:19:19 NPK
15,Dark Brown,85,50,45,wheat,19:19:19 NPK
15,Dark Brown,85,55,40,wheat,Urea
15,Dark Brown,85,55,60,wheat,19:19:19 NPK
15,Dark Brown,85,60,50,wheat,Urea
15,Dark Brown,85,60,60,wheat,Urea
15,Dark Brown,90,40,40,wheat,19:19:19 NPK
15,Dark Brown,90,45,60,wheat,19:19:19 NPK
15,Dark Brown,90,50,45,wheat,19:19:19 NPK
15,Dark Brown,90,55,40,wheat,Urea
15,Dark Brown,90,55,60,wheat,19:19:19 NPK
15,Dark Brown,90,60,50,wheat,Urea
15,Dark Brown,90,60,60,wheat,Urea
15,Dark Brown,95,40,40,wheat,19:19:19 NPK
15,Dark Brown,95,45,60,wheat,19:19:19 NPK
15,Dark Brown,95,50,45,wheat,19:19:19 NPK
15,Dark Brown,95,55,40,wheat,Urea
15,Dark Brown,95,55,60,wheat,19:19:19 NPK
15,Dark Brown,95,60,50,wheat,Urea
15,Dark Brown,95,60,60,wheat,Urea
15,Dark Brown,100,40,40,wheat,19:19:19 NPK
15,Dark Brown,100,40,40,wheat,Urea
15,Dark Brown,100,40,55,wheat,19:19:19 NPK
15,Dark Brown,100,45,40,wheat,Urea
15,Dark Brown,100,45,50,wheat,19:19:19 NPK
15,Dark Brown,100,45,60,wheat,19:19:19 NPK
15,Dark Brown,100,50,45,wheat,19:19:19 NPK
15,Dark Brown,100,50,60,wheat,Urea
15,Dark Brown,100,55,40,wheat,Urea
15,Dark Brown,100,55,45,wheat,19:19:19 NPK
15,Dark Brown,100,55,55,wheat,Urea
15,Dark Brown,100,55,60,wheat,19:19:19 NPK
15,Dark Brown,100,60,40,wheat,19:19:19 NPK
15,Dark Brown,100,60,50,wheat,Urea
15,Dark Brown,100,60,55,wheat,Urea
15,Dark Brown,100,60,60,wheat,Urea
15,Dark Brown,100,65,40,wheat,19:19:19 NPK
15,Dark Brown,100,65,50,wheat,Urea
15,Dark Brown,100,70,60,wheat,19:19:19 NPK
15,Dark Brown,100,75,45,wheat,Urea
15,Dark Brown,100,75,55,wheat,19:19:19 NPK
15,Dark Brown,100,80,40,wheat,Urea
15,Dark Brown,100,80,55,wheat,19:19:19 NPK
15,Dark Brown,105,40,40,wheat,Urea
15,Dark Brown,105,40,55,wheat,19:19:19 NPK
15,Dark Brown,105,45,40,wheat,Urea
15,Dark Brown,105,45,50,wheat,19:19:19 NPK
15,Dark Brown,105,50,60,wheat,Urea
15,Dark Brown,105,55,45,wheat,19:19:19 NPK
15,Dark Brown,105,55,55,wheat,Urea
15,Dark Brown,105,60,40,wheat,19:19:19 NPK
15,Dark Brown,105,60,55,wheat,Urea
15,Dark Brown,105,65,40,wheat,19:19:19 NPK
15,Dark Brown,105,65,50,wheat,Urea
15,Dark Brown,105,70,60,wheat,19:19:19 NPK
15,Dark Brown,105,75,45,wheat,Urea
15,Dark Brown,105,75,55,wheat,19:19:19 NPK
15,Dark Brown,105,80,40,wheat,Urea
15,Dark Brown,105,80,55,wheat,19:19:19 NPK
15,Dark Brown,110,40,40,wheat,Urea
15,Dark Brown,110,40,55,wheat,19:19:19 NPK
15,Dark Brown,110,45,40,wheat,Urea
15,Dark Brown,110,45,50,wheat,19:19:19 NPK
15,Dark Brown,110,50,60,wheat,Urea
15,Dark Brown,110,55,45,wheat,19:19:19 NPK
15,Dark Brown,110,55,55,wheat,Urea
15,Dark Brown,110,60,40,wheat,19:19:19 NPK
15,Dark Brown,110,60,55,wheat,Urea
15,Dark Brown,110,65,40,wheat,19:19:19 NPK
15,Dark Brown,110,65,50,wheat,Urea
15,Dark Brown,110,70,60,wheat,19:19:19 NPK
15,Dark Brown,110,75,45,wheat,Urea
15,Dark Brown,110,75,55,wheat,19:19:19 NPK
15,Dark Brown,110,80,40,wheat,Urea
15,Dark Brown,110,80,55,wheat,19:19:19 NPK
15,Dark Brown,115,40,40,wheat,Urea
15,Dark Brown,115,40,55,wheat,19:19:19 NPK
15,Dark Brown,115,45,40,wheat,Urea
15,Dark Brown,115,45,50,wheat,19:19:19 NPK
15,Dark Brown,115,50,60,wheat,Urea
15,Dark Brown,115,55,45,wheat,19:19:19 NPK
15,Dark Brown,115,55,55,wheat,Urea
15,Dark Brown,115,60,40,wheat,19:19:19 NPK
15,Dark Brown,115,60,55,wheat,Urea
15,Dark Brown,115,65,40,wheat,19:19:19 NPK
15,Dark Brown,115,65,50,wheat,Urea
15,Dark Brown,115,70,60,wheat,19:19:19 NPK
15,Dark Brown,115,75,45,wheat,Urea
15,Dark Brown,115,75,55,wheat,19:19:19 NPK
15,Dark Brown,115,80,40,wheat,Urea
15,Dark Brown,115,80,55,wheat,19:19:19 NPK
15,Dark Brown,120,40,40,wheat,Urea
15,Dark Brown,120,40,55,wheat,19:19:19 NPK
15,Dark Brown,120,45,40,wheat,Urea
15,Dark Brown,120,45,50,wheat,19:19:19 NPK
15,Dark Brown,120,50,60,wheat,Urea
15,Dark Brown,120,55,45,wheat,19:19:19 NPK
15,Dark Brown,120,55,55,wheat,Urea
15,Dark Brown,120,60,40,wheat,19:19:19 NPK
15,Dark Brown,120,60,55,wheat,Urea
15,Dark Brown,120,65,40,wheat,19:19:19 NPK
15,Dark Brown,120,65,50,wheat,Urea
15,Dark Brown,120,70,60,wheat,19:19:19 NPK
15,Dark Brown,120,75,45,wheat,Urea
15,Dark Brown,120,75,55,wheat,19:19:19 NPK
15,Dark Brown,120,80,40,wheat,Urea
15,Dark Brown,120,80,55,wheat,19:19:19 NPK
15,Red,60,40,40,wheat,19:19:19 NPK
15,Red,60,40,60,wheat,19:19:19 NPK
15,Red,60,45,60,wheat,Urea
15,Red,60,50,60,wheat,19:19:19 NPK
15,Red,60,55,60,wheat,Urea
15,Red,60,60,55,wheat,19:19:19 NPK
15,Red,60,60,60,wheat,19:19:19 NPK
15,Red,65,40,40,wheat,19:19:19 NPK
15,Red,65,40,60,wheat,19:19:19 NPK
15,Red,65,45,60,wheat,Urea
15,Red,65,50,60,wheat,19:19:19 NPK
15,Red,65,55,60,wheat,Urea
15,Red,65,60,55,wheat,19:19:19 NPK
15,Red,65,60,60,wheat,19:19:19 NPK
15,Red,70,40,40,wheat,19:19:19 NPK
15,Red,70,40,60,wheat,19:19:19 NPK
15,Red,70,45,60,wheat,Urea
15,Red,70,50,60,wheat,19:19:19 NPK
15,Red,70,55,60,wheat,Urea
15,Red,70,60,55,wheat,19:19:19 NPK
15,Red,70,60,60,wheat,19:19:19 NPK
15,Red,75,40,40,wheat,19:19:19 NPK
15,Red,75,40,60,wheat,19:19:19 NPK
15,Red,75,45,60,wheat,Urea
15,Red,75,50,60,wheat,19:19:19 NPK
15,Red,75,55,60,wheat,Urea
15,Red,75,60,55,wheat,19:19:19 NPK
15,Red,75,60,60,wheat,19:19:19 NPK
15,Red,80,40,40,wheat,19:19:19 NPK
15,Red,80,40,60,wheat,19:19:19 NPK
15,Red,80,45,60,wheat,Urea
15,Red,80,50,60,wheat,19:19:19 NPK
15,Red,80,55,60,wheat,Urea
15,Red,80,60,55,wheat,19:19:19 NPK
15,Red,80,60,60,wheat,19:19:19 NPK
15,Reddish Brown,100,50,40,wheat,19:19:19 NPK
15,Reddish Brown,100,50,50,wheat,19:19:19 NPK
15,Reddish Brown,100,55,50,wheat,Urea
15,Reddish Brown,100,60,45,wheat,19:19:19 NPK
15,Reddish Brown,100,60,50,wheat,19:19:19 NPK
15,Reddish Brown,105,50,40,wheat,19:19:19 NPK
15,Reddish Brown,105,50,50,wheat,19:19:19 NPK
15,Reddish Brown,105,55,50,wheat,Urea
15,Reddish Brown,105,60,45,wheat,19:19:19 NPK
15,Reddish Brown,105,60,50,wheat,19:19:19 NPK
15,Reddish Brown,110,50,40,wheat,19:19:19 NPK
15,Reddish Brown,110,50,50,wheat,19:19:19 NPK
15,Reddish Brown,110,55,50,wheat,Urea
15,Reddish Brown,110,60,45,wheat,19:19:19 NPK
15,Reddish Brown,110,60,50,wheat,19:19:19 NPK
15,Reddish Brown,115,50,40,wheat,19:19:19 NPK
15,Reddish Brown,115,50,50,wheat,19:19:19 NPK
15,Reddish Brown,115,55,50,wheat,Urea
15,Reddish Brown,115,60,45,wheat,19:19:19 NPK
15,Reddish Brown,115,60,50,wheat,19:19:19 NPK
15,Reddish Brown,120,50,40,wheat,19:19:19 NPK
15,Reddish Brown,120,50,50,wheat,19:19:19 NPK
15,Reddish Brown,120,55,50,wheat,Urea
15,Reddish Brown,120,60,45,wheat,19:19:19 NPK
15,Reddish Brown,120,60,50,wheat,19:19:19 NPK
16,Loamy,4,6,13,orange,14-14-14
20,Black,20,20,40,turmeric,Urea
20,Black,20,20,45,turmeric,Ferrous Sulphate
20,Black,20,20,50,turmeric,White Potash
20,Black,20,60,35,groundnut,Chilated Micronutrient
20,Black,25,20,40,turmeric,Urea
20,Black,25,20,40,turmeric,White Potash
20,Black,25,20,45,turmeric,Ferrous Sulphate
20,Black,25,20,50,turmeric,White Potash
20,Black,25,60,35,groundnut,Chilated Micronutrient
20,Black,30,20,40,turmeric,Urea
20,Black,30,20,45,turmeric,Ferrous Sulphate
20,Black,30,20,50,turmeric,White Potash
20,Black,30,40,25,gram,MOP
20,Black,30,45,20,gram,DAP
20,Black,30,45,25,gram,DAP
20,Black,30,50,20,gram,MOP
20,Black,30,60,35,groundnut,Chilated Micronutrient
20,Black,35,40,25,gram,MOP
20,Black,35,45,20,gram,DAP
20,Black,35,45,25,gram,DAP
20,Black,35,50,20,gram,MOP
20,Black,40,25,10,gram,18:46:00 NPK
20,Black,40,25,10,gram,DAP
20,Black,40,25,15,gram,MOP
20,Black,40,25,15,gram,Sulphur
20,Black,40,30,20,soybean,Urea
20,Black,40,30,25,soybean,20:20:20 NPK
20,Black,40,30,30,soybean,SSP
20,Black,40,40,25,gram,MOP
20,Black,40,40,60,ginger,Urea
20,Black,40,40,80,ginger,Ammonium Sulphate
20,Black,40,45,20,gram,DAP
20,Black,40,45,25,gram,DAP
20,Black,40,45,80,ginger,Urea
20,Black,40,50,20,gram,MOP
20,Black,40,50,80,ginger,DAP
20,Black,40,55,80,ginger,Ammonium Sulphate
20,Black,40,60,75,ginger,Ammonium Sulphate
20,Black,40,60,80,ginger,Urea
20,Black,45,25,10,gram,18:46:00 NPK
20,Black,45,25,10,gram,DAP
20,Black,45,25,15,gram,MOP
20,Black,45,25,15,gram,Sulphur
20,Black,45,30,20,soybean,Urea
20,Black,45,30,25,soybean,20:20:20 NPK
20,Black,45,30,30,soybean,SSP
20,Black,45,40,60,ginger,Urea
20,Black,45,40,80,ginger,Ammonium Sulphate
20,Black,45,45,80,ginger,Urea
20,Black,45,50,80,ginger,DAP
20,Black,45,55,80,ginger,Ammonium Sulphate
20,Black,45,60,75,ginger,Ammonium Sulphate
20,Black,45,60,80,ginger,Urea
20,Black,50,25,10,gram,18:46:00 NPK
20,Black,50,25,10,gram,DAP
20,Black,50,25,15,gram,MOP
20,Black,50,25,15,gram,Sulphur
20,Black,50,30,20,soybean,Urea
20,Black,50,30,25,soybean,20:20:20 NPK
20,Black,50,30,30,soybean,SSP
20,Black,50,40,60,ginger,Urea
20,Black,50,40,80,ginger,Ammonium Sulphate
20,Black,50,45,80,ginger,Urea
20,Black,50,50,80,ginger,DAP
20,Black,50,55,80,ginger,Ammonium Sulphate
20,Black,50,60,75,ginger,Ammonium Sulphate
20,Black,50,60,80,ginger,Urea
20,Black,55,30,20,soybean,Urea
20,Black,55,30,25,soybean,20:20:20 NPK
20,Black,55,30,30,soybean,SSP
20,Black,55,40,60,ginger,Urea
20,Black,55,40,80,ginger,Ammonium Sulphate
20,Black,55,45,80,ginger,Urea
20,Black,55,50,80,ginger,DAP
20,Black,55,55,80,ginger,Ammonium Sulphate
20,Black,55,60,75,ginger,Ammonium Sulphate
20,Black,55,60,80,ginger,Urea
20,Black,60,30,20,soybean,Urea
20,Black,60,30,25,soybean,20:20:20 NPK
20,Black,60,30,30,soybean,SSP
20,Black,60,40,50,wheat,19:19:19 NPK
20,Black,60,40,60,ginger,Urea
20,Black,60,40,80,ginger,Ammonium Sulphate
20,Black,60,45,45,wheat,19:19:19 NPK
20,Black,60,45,60,wheat,Urea
20,Black,60,45,80,ginger,Urea
20,Black,60,50,45,wheat,19:19:19 NPK
20,Black,60,50,55,wheat,Urea
20,Black,60,50,80,ginger,DAP
20,Black,60,55,40,wheat,19:19:19 NPK
20,Black,60,55,80,ginger,Ammonium Sulphate
20,Black,60,60,50,wheat,Urea
20,Black,60,60,60,wheat,19:19:19 NPK
20,Black,60,60,75,ginger,Ammonium Sulphate
20,Black,60,60,80,ginger,Urea
20,Black,65,40,50,wheat,19:19:19 NPK
20,Black,65,45,45,wheat,19:19:19 NPK
20,Black,65,45,60,wheat,Urea
20,Black,65,50,45,wheat,19:19:19 NPK
20,Black,65,50,55,wheat,Urea
20,Black,65,55,40,wheat,19:19:19 NPK
20,Black,65,60,50,wheat,Urea
20,Black,65,60,60,wheat,19:19:19 NPK
20,Black,70,40,50,wheat,19:19:19 NPK
20,Black,70,45,45,wheat,19:19:19 NPK
20,Black,70,45,60,wheat,Urea
20,Black,70,50,45,wheat,19:19:19 NPK
20,Black,70,50,55,wheat,Urea
20,Black,70,55,40,wheat,19:19:19 NPK
20,Black,70,60,50,wheat,Urea
20,Black,70,60,60,wheat,19:19:19 NPK
20,Black,75,40,50,wheat,19:19:19 NPK
20,Black,75,45,45,wheat,19:19:19 NPK
20,Black,75,45,60,wheat,Urea
20,Black,75,50,45,wheat,19:19:19 NPK
20,Black,75,50,55,wheat,Urea
20,Black,75,50,100,sugarcane,Urea
20,Black,75,55,40,wheat,19:19:19 NPK
20,Black,75,55,100,sugarcane,DAP
20,Black,75,60,50,wheat,Urea
20,Black,75,60,60,wheat,19:19:19 NPK
20,Black,75,60,100,sugarcane,MOP
20,Black,80,40,50,wheat,19:19:19 NPK
20,Black,80,45,45,wheat,19:19:19 NPK
20,Black,80,45,60,wheat,Urea
20,Black,80,50,45,wheat,19:19:19 NPK
20,Black,80,50,55,wheat,Urea
20,Black,80,50,100,sugarcane,Urea
20,Black,80,55,40,wheat,19:19:19 NPK
20,Black,80,55,100,sugarcane,DAP
20,Black,80,60,50,wheat,Urea
20,Black,80,60,60,wheat,19:19:19 NPK
20,Black,80,60,100,sugarcane,MOP
20,Black,85,50,100,sugarcane,Urea
20,Black,85,55,100,sugarcane,DAP
20,Black,85,60,100,sugarcane,MOP
20,Black,90,50,100,sugarcane,Urea
20,Black,90,55,100,sugarcane,DAP
20,Black,90,60,100,sugarcane,MOP
20,Black,95,50,100,sugarcane,Urea
20,Black,95,55,100,sugarcane,DAP
20,Black,95,60,100,sugarcane,MOP
20,Black,100,45,40,wheat,19:19:19 NPK
20,Black,100,45,45,wheat,19:19:19 NPK
20,Black,100,45,55,wheat,19:19:19 NPK
20,Black,100,50,40,wheat,Urea
20,Black,100,50,55,wheat,Urea
20,Black,100,50,100,sugarcane,Urea
20,Black,100,55,100,sugarcane,DAP
20,Black,100,60,45,wheat,19:19:19 NPK
20,Black,100,60,55,wheat,19:19:19 NPK
20,Black,100,60,60,wheat,19:19:19 NPK
20,Black,100,60,100,sugarcane,MOP
20,Black,100,70,60,cotton,Magnesium Sulphate
20,Black,100,70,65,cotton,DAP
20,Black,100,70,70,cotton,Magnesium Sulphate
20,Black,100,70,75,cotton,DAP
20,Black,100,70,80,cotton,12:32:16 NPK
20,Black,105,45,40,wheat,19:19:19 NPK
20,Black,105,45,45,wheat,19:19:19 NPK
20,Black,105,45,55,wheat,19:19:19 NPK
20,Black,105,50,40,wheat,Urea
20,Black,105,50,55,wheat,Urea
20,Black,105,60,45,wheat,19:19:19 NPK
20,Black,105,60,55,wheat,19:19:19 NPK
20,Black,105,60,60,wheat,19:19:19 NPK
20,Black,105,70,60,cotton,Magnesium Sulphate
20,Black,105,70,65,cotton,DAP
20,Black,105,70,70,cotton,Magnesium Sulphate
20,Black,105,70,75,cotton,DAP
20,Black,105,70,80,cotton,12:32:16 NPK
20,Black,110,45,40,wheat,19:19:19 NPK
20,Black,110,45,45,wheat,19:19:19 NPK
20,Black,110,45,55,wheat,19:19:19 NPK
20,Black,110,50,40,wheat,Urea
20,Black,110,50,55,wheat,Urea
20,Black,110,60,45,wheat,19:19:19 NPK
20,Black,110,60,55,wheat,19:19:19 NPK
20,Black,110,60,60,wheat,19:19:19 NPK
20,Black,110,70,60,cotton,Magnesium Sulphate
20,Black,110,70,65,cotton,DAP
20,Black,110,70,70,cotton,Magnesium Sulphate
20,Black,110,70,75,cotton,DAP
20,Black,110,70,80,cotton,12:32:16 NPK
20,Black,115,45,40,wheat,19:19:19 NPK
20,Black,115,45,45,wheat,19:19:19 NPK
20,Black,115,45,55,wheat,19:19:19 NPK
20,Black,115,50,40,wheat,Urea
20,Black,115,50,55,wheat,Urea
20,Black,115,60,45,wheat,19:19:19 NPK
20,Black,115,60,55,wheat,19:19:19 NPK
20,Black,115,60,60,wheat,19:19:19 NPK
20,Black,115,70,60,cotton,Magnesium Sulphate
20,Black,115,70,65,cotton,DAP
20,Black,115,70,70,cotton,Magnesium Sulphate
20,Black,115,70,75,cotton,DAP
20,Black,115,70,80,cotton,12:32:16 NPK
20,Black,120,45,40,wheat,19:19:19 NPK
20,Black,120,45,45,wheat,19:19:19 NPK
20,Black,120,45,55,wheat,19:19:19 NPK
20,Black,120,50,40,wheat,Urea
20,Black,120,50,55,wheat,Urea
20,Black,120,60,40,maize,MOP
20,Black,120,60,45,wheat,19:19:19 NPK
20,Black,120,60,55,maize,MOP
20,Black,120,60,55,wheat,19:19:19 NPK
20,Black,120,60,60,sugarcane,Urea
20,Black,120,60,60,wheat,19:19:19 NPK
20,Black,120,60,80,sugarcane,MOP
20,Black,120,60,120,sugarcane,MOP
20,Black,120,60,120,sugarcane,Urea
20,Black,120,60,140,sugarcane,DAP
20,Black,120,60,150,sugarcane,Urea
20,Black,120,65,40,maize,SSP
20,Black,120,65,50,maize,SSP
20,Black,120,65,80,sugarcane,MOP
20,Black,120,65,130,sugarcane,DAP
20,Black,120,65,130,sugarcane,MOP
20,Black,120,65,150,sugarcane,MOP
20,Black,120,70,60,cotton,Magnesium Sulphate
20,Black,120,70,60,maize,Urea
20,Black,120,70,65,cotton,DAP
20,Black,120,70,70,cotton,Magnesium Sulphate
20,Black,120,70,75,cotton,DAP
20,Black,120,70,80,cotton,12:32:16 NPK
20,Black,120,70,80,sugarcane,MOP
20,Black,120,70,125,sugarcane,Urea
